,precision,recall,pf,F1,AUC,g_measure,g_mean,bal,MCC,accuracy,Popt,cErecall,cEprecision,cEfmeasure,cMCC,cPMI,cIFA,cPCI,c_ROI_PII,c_ROI_PCI,ceIFA,mRecall,mPrecision,mfmeasure,mMCC,mPMI,mIFA,mPCI,m_ROI_PII,m_ROI_PCI,meIFA,median_time,mean_time,std_time
activemq-5.0.0,0.7272727272727273,0.49286678234046655,0.0342179057119607,0.5755607429209377,0.723601680130975,0.6510231460562994,0.6873786759487327,0.6402093345636923,0.5284744808737216,0.8889679152837047,0.7184152060772412,0.3981032002876662,0.6840463458110517,0.5013661202185793,0.4580865518657185,0.09513311674612884,0.0,0.20388720609056935,477.3292207792208,208.43363664478335,0.0008110626196454001,0.6554945054945055,0.5,0.5685188284518828,0.48478788749978,0.1994177583697234,0.0,0.39812647942209844,346.0036496350365,173.88639781790215,0.0008110626196454001,2.021950199996354,2.150636961000273,0.617944307286846
activemq-5.1.0,0.5,0.1964285714285714,0.0151864578768939,0.2803799541434654,0.5904118203181775,0.32758668758843884,0.44005765566802074,0.43170080459801635,0.28958255248396203,0.9210713760783293,0.6015061264417443,0.3090909090909091,0.3162280701754385,0.314919530230535,0.2580381889687885,0.0769232273915152,1.0,0.20152104762446948,227.1771159874608,84.87723238287384,0.0032250920245033,0.5089314194577352,0.19795452427546356,0.28211765900208113,0.22386237713832646,0.199442119944212,1.0,0.37454039128915906,145.29197278911565,78.59974921977181,0.0032250920245033,1.8289254499977687,1.9063956039999903,0.4803971698904575
activemq-5.2.0,0.68,0.373546511627907,0.0225564419841528,0.4824975775193798,0.6773695384558527,0.540507459239443,0.6055854470645536,0.556667640231628,0.46569098776446705,0.9123844491315782,0.7331462033097584,0.43585526315789475,0.5546478873239438,0.4843597262952102,0.44196980066457736,0.0833282299028365,0.0,0.2021803030655236,416.12442396313367,170.97819357296788,0.0012753188552456001,0.6647286821705426,0.34667200213418703,0.453939393939394,0.39246080266916966,0.1994645247657296,0.0,0.34064009959827973,260.86115227054825,156.5736277737908,0.0012753188552456001,2.0255736500039347,2.138841427999287,0.5171248570045087
activemq-5.3.0,0.553639846743295,0.25490951097420095,0.0233614634392844,0.3441056698339773,0.6120540574658311,0.4036129128542979,0.4963603873578843,0.47267648977268983,0.32003615471218383,0.8956134230904423,0.6597193898357524,0.26439825235005954,0.4952830188679245,0.3383484162895928,0.29379750889619444,0.0579374275782155,2.0,0.20278997476939575,430.62264150943395,124.3651569031444,0.00291192386393595,0.5252628355619067,0.2832369942196532,0.36608548430213556,0.28150766540651373,0.1995318859872576,2.0,0.3637590275557276,248.06976744186045,137.28774160147003,0.00291192386393595,2.4130879000003915,2.464546931999503,0.6582882439790871
activemq-5.8.0,0.5217391304347826,0.17014170040485826,0.0103183334516289,0.2524271844660194,0.5789343478720224,0.2902835367043649,0.4096520107696421,0.4131367395717658,0.272497530019677,0.9393948066865486,0.6201399376380746,0.2891566265060241,0.2714839763216983,0.28062499999999996,0.23466115742775123,0.06509633966070419,2.0,0.20108538850182955,337.9076923076923,109.6230771905972,0.0030457011234273,0.5393382352941176,0.1653384556769113,0.25268898939607,0.21759072558804304,0.19968919499814047,2.0,0.40103494805691764,207.75308641975306,105.55833329188897,0.0030457011234273,2.8567716000034125,3.0393793609998827,0.7502609441008568
derby-10.2.1.6,0.7244897959183674,0.6086997635933806,0.11064911064911065,0.6430737576597934,0.7328173206776312,0.6930571531137186,0.7135298034940634,0.6819524405376113,0.5014384191883596,0.786734693877551,0.6641648413906822,0.43038607900237613,0.6915429146740499,0.508901699483417,0.3809236770785034,0.2015415026000773,1.0,0.20162720428411707,496.13145985401457,512.7414895693453,0.0015361287249816,0.41922883907661423,0.6933760683760684,0.525194344866476,0.38976039610097346,0.199438202247191,1.0,0.1966977972973356,501.72184170471843,518.6503258756154,0.0015361287249816,3.0083638000069186,3.4101037640011054,1.056023392649806
derby-10.3.1.4,0.7093291404612159,0.46931269213877913,0.08506705470562785,0.5652117025174019,0.694868787685826,0.6229442926279428,0.6568876565760193,0.6210281359489103,0.44560066227997214,0.7796496839112708,0.5919769028371081,0.3299185911846856,0.6690151327214091,0.44259270107199344,0.33652171049126045,0.15455331936982056,1.0,0.2021105563896636,543.5150485436893,405.09242020431174,0.0012778493431090002,0.44354720544421466,0.6666666666666666,0.5301653204938099,0.3962156901210828,0.19950889653966505,1.0,0.44662283588359797,540.6625766871166,247.34294173787097,0.0012778493431090002,3.593669449997833,3.980387298000278,1.3735311090187958
derby-10.5.1.1,0.6052680565897245,0.29476468950153156,0.03201039534936015,0.3924084709260588,0.630448136118686,0.449867822792533,0.5340810031797641,0.49948816792155926,0.36276763958865066,0.8736326407756223,0.5788889401355307,0.2508278145695364,0.5739987484355444,0.3480678945467678,0.3195011317186265,0.0615315694106576,0.5,0.2044790302115405,567.2205882352941,170.79231794248045,0.00107083656105,0.49290744466800807,0.33745935560153706,0.4,0.2953548008668109,0.1995967741935483,0.5,0.4109283519736847,335.6752729119066,163.6293870516928,0.00107083656105,3.4794570000012754,3.7914488660005734,1.174066834921911
groovy-1_5_7,0.5555555555555556,0.2857142857142857,0.007421175822662799,0.3582887700534759,0.6363636363636364,0.4429357375349253,0.5304724897223633,0.49481092236361984,0.3853247507273106,0.9652147610405324,0.6407825992028369,0.3636363636363636,0.3333333333333333,0.31009615384615385,0.3166250782886346,0.032667984189723304,1.0,0.20960101532062045,96.16666666666667,14.4281544793623,0.0171343409301023,0.5,0.09009740259740255,0.15628815628815623,0.15088977179291124,0.1985294117647058,1.0,0.3381916215269337,25.190493468795353,14.419558793503228,0.0171343409301023,0.8282100499927765,0.8430555470001128,0.16816839994319557
groovy-1_6_BETA_1,0.5555555555555556,0.21875,0.0176680651283588,0.32125307125307123,0.6024556068434543,0.3586322924738389,0.46598200405025525,0.4475477564056054,0.32065783762715594,0.9172185430463576,0.6844329175391941,0.3114224137931034,0.47338935574229685,0.35424836601307186,0.3224932861240608,0.05156883600345675,0.0,0.20927429576847945,147.5,34.602829956338006,0.0047146761529744,0.6428571428571429,0.27051385525961796,0.3820224719101123,0.3351948082297467,0.1986531986531986,0.0,0.3820443526189765,80.80723572639909,43.651268941092724,0.0047146761529744,1.1292635499994503,1.1689538520001224,0.2229338702892632
