,precision,recall,pf,F1,AUC,g_measure,g_mean,bal,MCC,accuracy,Popt,cErecall,cEprecision,cEfmeasure,cMCC,cPMI,cIFA,cPCI,c_ROI_PII,c_ROI_PCI,ceIFA,mRecall,mPrecision,mfmeasure,mMCC,mPMI,mIFA,mPCI,m_ROI_PII,m_ROI_PCI,meIFA,median_time,mean_time,std_time
activemq-5.0.0,0.274239792683263,0.7982300884955753,0.38545150979753107,0.4084281131525226,0.7120442700093612,0.6999794386193329,0.707437720359634,0.6965067071062598,0.31222180587994497,0.6494454600079552,0.5580270267819433,0.23732718894009208,0.1413854805725971,0.17377324199636512,-0.010811633600657851,0.24028619695915732,7.0,0.20090631090199373,98.77026065145918,123.73979325501588,0.007721438980963,0.18187403993855605,0.1313938618925831,0.15186343595734253,-0.01756756804797275,0.1994177583697234,7.0,0.1503985050125429,90.46035805626599,133.71732517791116,0.007721438980963,0.0134627499999999,0.015636441999999928,0.019011019098339643
activemq-5.1.0,0.14767165720185854,0.8421052631578947,0.4147460889852874,0.2519196542079837,0.7179877284601304,0.6890953748649395,0.705183482035376,0.6849540725152063,0.2335691830702639,0.6077340582820623,0.5422792529538883,0.24509048902579894,0.08191927907199685,0.1209508881922675,0.00307982493796095,0.23966910788145557,34.0,0.20092239782430654,59.54479603507434,69.58714778352677,0.0346400483433148,0.18581293157564338,0.0756022673594709,0.10891356027743054,-0.00986242216683005,0.199442119944212,34.0,0.15209546520429024,55.11126436781609,67.99197032406448,0.0346400483433148,0.015143499999999751,0.015089994999999927,0.0024903686638075373
activemq-5.2.0,0.18351527116478922,0.760731319554849,0.4009025200502774,0.2974510216979145,0.6861913515406164,0.6675798942798288,0.6792675122887599,0.6661234435972271,0.23016595021667802,0.6169079469794148,0.5421455820622941,0.23971830985915488,0.10157209530827804,0.1417616773731937,-0.00809794736199735,0.24813474684405415,12.0,0.20102747195087256,76.25936507936508,94.75122439354729,0.01083608888773005,0.1818248604172788,0.0939597315436241,0.12500249128051816,-0.01547247150044235,0.1994645247657296,12.0,0.1432386740249084,70.14125702884093,97.56522115094006,0.01083608888773005,0.0165300000000003,0.016754738000000016,0.003391733253272657
activemq-5.3.0,0.17565268035754977,0.7671717171717172,0.42029313147734193,0.28746567393976996,0.6736377473497759,0.6610335520031667,0.6663947909021337,0.660957862526998,0.21099582982007348,0.6039947528307097,0.5362961981505963,0.26001602564102566,0.0976408281174771,0.13808993530597086,-0.02502260968215595,0.25979262672811054,15.5,0.20086126050715658,83.92099181511796,124.24183634066434,0.01156231197791475,0.14482306684141538,0.07938458343428745,0.10345334529042495,-0.04975742555029135,0.1995318859872576,15.5,0.1301105102762134,67.69615105050016,123.53287319632166,0.01156231197791475,0.02060595000000015,0.020599264999999967,0.003982791518304263
activemq-5.8.0,0.10781967942067035,0.8103767349636484,0.4096530833776505,0.1914933711172494,0.7063510068274133,0.6819635383920317,0.6970820828783231,0.6742561316441034,0.1998477121525503,0.6011789378541202,0.5449552832922872,0.2255952380952381,0.0509878193701723,0.0813953488372093,-0.019035604748916253,0.2563473326967314,27.5,0.20058653136361776,63.61862570340079,84.70895792348153,0.0143949521174506,0.13153364632237868,0.040734718258445546,0.0627957413249211,-0.0427079762741082,0.19968919499814047,27.5,0.1343771036744183,50.14244706975509,78.31871185741863,0.0143949521174506,0.0411108000000002,0.04316581500000014,0.009326040471844247
derby-10.2.1.6,0.46783825592689854,0.6915665751544269,0.4052928488468558,0.5612017948163309,0.6513039984001872,0.6407062107897087,0.6471411885476692,0.6412181706216075,0.2878640457005891,0.630896182338738,0.563287304336917,0.34174603174603174,0.34790247711596023,0.34387298986697057,0.02224069649200875,0.32798984146529164,1.0,0.20108445547312204,252.73745173745175,413.5086802638573,0.00154310287788095,0.15746720653192342,0.26665516901547254,0.19847456749197134,-0.0732255384672921,0.199438202247191,1.0,0.07930686234012946,192.89383561643837,476.8798480038486,0.00154310287788095,0.015277299999999251,0.015079039999999851,0.0028252589875265464
derby-10.3.1.4,0.4303751107524146,0.7357685950413223,0.4417127181912378,0.5508558276528013,0.6635565372998625,0.6441235389573401,0.6534128785219409,0.644786275312532,0.2980861272336738,0.621645161896176,0.5847072808723583,0.36276472853292263,0.32938238279808046,0.35211098071078206,0.04526670378177245,0.34089528449416573,2.0,0.20066035274537644,265.2452671237685,443.95038403033664,0.0020376076799997,0.1779649595687331,0.2755368098159509,0.21549863964724647,-0.037394836946319496,0.19950889653966505,2.0,0.07651272305408785,220.96509433962262,557.3379444481432,0.0020376076799997,0.0176711500000017,0.017953938999999995,0.0031380653038422662
derby-10.5.1.1,0.24040622215334545,0.7864741641337386,0.41463249073640274,0.3697478991596639,0.690668326048688,0.6751226740158849,0.6837156978238152,0.6718258035561702,0.26827008511682127,0.6151145744927089,0.5673306921500354,0.28811619718309855,0.13688683664592116,0.1894942507491848,-5.1192988554099996e-05,0.2931833724837203,4.0,0.20072784578549602,136.4491481838637,203.7803127996598,0.00285922603543115,0.1725317391840256,0.11675427746856315,0.14046273876782345,-0.02714470699522515,0.1995967741935483,4.0,0.10231206437437429,115.4634790112177,226.99231805902238,0.00285922603543115,0.02928585000000075,0.028347308000000123,0.005223091620691319
groovy-1_5_7,0.06221577164973385,0.8571428571428571,0.44818796330483684,0.1167945439045183,0.68538146264382,0.6377269243981715,0.656094703898004,0.6367680867959872,0.14431461698435782,0.5610262878385555,0.4952584469845097,0.1428571428571428,0.0170289855072463,0.03089217557251905,-0.0735976625848847,0.3208069286016054,38.0,0.2031118929504931,4.672826086956522,9.737354549586449,0.09420068240944646,0.09545454545454546,0.01801948051948045,0.030536130536130503,-0.05081186805763225,0.1985294117647058,38.0,0.0792166265663114,5.036363636363637,9.412594160103524,0.09420068240944646,0.0040876500000024,0.004158881999999926,0.0003513298155239698
groovy-1_6_BETA_1,0.12705138552596174,0.7071078431372549,0.43598393906780364,0.2119298245614035,0.6228790825333775,0.6089146518694675,0.6138257521243357,0.6108762446573155,0.14148449037735034,0.5723513091728802,0.5417553375051685,0.32,0.08005289390702874,0.1295031055900621,-0.0081159329569725,0.34334583258487517,16.0,0.20272365705890785,24.239782476525026,39.53028061319641,0.033420930227095746,0.1739130434782608,0.06723163841807905,0.09816320385426075,-0.017159517129318798,0.1986531986531986,16.0,0.06669480256032426,20.20344827586207,60.060943887030845,0.033420930227095746,0.00447079999999995,0.004773864999999894,0.001054175677710051
groovy-1_6_BETA_2,0.12810907237512736,0.7220689655172414,0.4741816273669167,0.2160782025094835,0.6232526094996388,0.6071769598993562,0.6169419734143732,0.6105441350152164,0.14512802922585816,0.5433990092948182,0.5505485206450618,0.31534090909090906,0.08199279711884745,0.1255499376190163,-0.01123459122807045,0.3481198847869612,20.0,0.20274470725730603,26.518328633683673,44.30608674376113,0.03829765438522495,0.15812500000000002,0.06400409626216069,0.09248863940122956,-0.030279007562939803,0.1987280595324759,20.0,0.07104556123575675,20.256016385048643,57.176054692831876,0.03829765438522495,0.0048130000000021,0.0048901400000002804,0.00046528114275119347
hbase-0.94.0,0.3078252032520325,0.821840166257321,0.46507422515665076,0.44522968197879853,0.6777479308402025,0.6304255051148882,0.6510096120339665,0.6294011774622406,0.28962986192007,0.5833370543545516,0.6544431003039293,0.40640640640640635,0.2300904977375565,0.29981273408239695,0.0457756274154843,0.37012897050303534,8.5,0.20170320525689206,90.08255813953488,162.02968079484765,0.01387550934886515,0.1428571428571428,0.1509493670886076,0.1454545454545454,-0.07159417327759404,0.19898601758083584,8.5,0.059424015474043745,60.0,176.1531259595488,0.01387550934886515,0.00592135000000125,0.006477219999999967,0.002126861628550601
hbase-0.95.0,0.29526590472095826,0.6616541353383458,0.45394613231121883,0.40976140976140973,0.6004242361298149,0.5853883358342336,0.5921088643839845,0.5885793373437312,0.17029807841224598,0.5619237147595357,0.5946081559343795,0.45878725590955804,0.25916955017301035,0.33450963437291853,0.05931783748041635,0.40614064138654304,6.0,0.20141163080265828,160.7905138339921,325.5302398573858,0.0061448330069055,0.1575638138138138,0.1848739495798319,0.17112268518518514,-0.0582244458964037,0.19937442529297825,6.0,0.0450061259636573,110.72458660883709,448.73965732855777,0.0061448330069055,0.01148544999999855,0.01180646200000008,0.0023742003772968803
hbase-0.95.2,0.30740854490854486,0.6016830070577716,0.49436740673385365,0.4058119758371943,0.5505401295947863,0.5471866569234433,0.5498616481756389,0.5497131385954438,0.0896708440716841,0.5276378072988241,0.5887437991694744,0.45501396067248856,0.27199537218855147,0.3414027450806201,0.0076472198043369,0.4493814586118361,11.0,0.20126865424407409,181.71771742003705,404.55191794132935,0.00944876441220565,0.11932203389830505,0.15730557737627643,0.13548951048951047,-0.11948515299824394,0.1994091580502215,11.0,0.0297297540951172,105.3828947368421,694.3100100689095,0.00944876441220565,0.0115956500000002,0.013085318000000137,0.0029336773616534546
hive-0.10.0,0.23364862497810468,0.7800744109136006,0.35002513923267325,0.35638185654008436,0.7209341406732706,0.7097408247452797,0.716664258517757,0.7080173699997061,0.30057091881928266,0.6695562223243884,0.6682893341843288,0.47220077220077217,0.1814892623716153,0.269831849653808,0.13786400902514595,0.30414473842308887,17.0,0.20187459420498485,103.58520074696546,149.11390628502713,0.0173216356352461,0.17123287671232876,0.10919145690312734,0.13334850381158264,-0.0266236139461257,0.1993006993006993,17.0,0.07294801377990075,62.77055682684974,160.20790125880302,0.0173216356352461,0.01126880000000335,0.01180898800000025,0.0033882327775481835
hive-0.12.0,0.1284099849035742,0.7185249207721118,0.4557556123448038,0.2186369669819147,0.6520356145727042,0.62226506592725,0.6391440323469504,0.6238726619625261,0.1719381074799736,0.5709016709016709,0.6517599460322099,0.516072618254497,0.11690190388251326,0.19651092755119598,0.11229141256123495,0.3703133903133903,11.5,0.20073750909461596,113.5673443909399,204.32042280030342,0.0071729666397603,0.25,0.1,0.1428571428571428,0.03785084117539405,0.1995863495346432,11.5,0.05627305322879585,97.7,337.02914112295775,0.0071729666397603,0.029682299999997448,0.030803449999999684,0.007865768416467862
