,precision,recall,pf,F1,AUC,g_measure,g_mean,bal,MCC,accuracy,Popt,cErecall,cEprecision,cEfmeasure,cMCC,cPMI,cIFA,cPCI,c_ROI_PII,c_ROI_PCI,ceIFA,mRecall,mPrecision,mfmeasure,mMCC,mPMI,mIFA,mPCI,m_ROI_PII,m_ROI_PCI,meIFA,median_time,mean_time,std_time
activemq-5.0.0,0.0578034682080924,0.1886792452830188,0.5638029093904081,0.0884955752212389,0.3116035334785335,0.2625223736176609,0.28535364985554296,0.3002264773556875,-0.2711369611174965,0.3982820020730919,0.5504602341565766,0.2366946778711484,0.0612486126526082,0.0976526682560058,-0.31676614788125895,0.5982400908340215,14.0,0.20056533199482654,42.2614705882353,124.88443837104309,0.01151159033602565,0.0689671908367307,0.0514705882352941,0.0588235294117647,-0.13963068335921297,0.1994177583697234,14.0,0.0269788129121236,35.2043795620438,270.9456341750479,0.01151159033602565,1.3799999999841717e-05,1.4543000000017958e-05,5.787456349725757e-06
activemq-5.1.0,0.01659754212515875,0.10676291793313064,0.5385806144320076,0.0287081339712918,0.28428457611210833,0.1736502667532849,0.22186724141060798,0.2623553740839662,-0.23174790300769188,0.43385763145037015,0.5082546496449173,0.17316341829085455,0.0230149902007521,0.0406519179525314,-0.2538349920457502,0.6023835799139574,152.0,0.20051779221692828,16.590745942571786,49.85248909398648,0.1191609257665241,0.0,0.0,0.0,-0.14232206241416134,0.199442119944212,152.0,0.0260709016625948,0.0,0.0,0.1191609257665241,1.4399999999969992e-05,1.5319999999974242e-05,3.874893546901805e-06
activemq-5.2.0,0.0372340425531914,0.1794871794871795,0.5448590727506579,0.0620842572062084,0.31787216931409246,0.2576859723329083,0.28614969051086436,0.3039766199714033,-0.2264345085395974,0.4249851455733808,0.5809332261743784,0.2530883025773981,0.04352562280951025,0.0737146145899242,-0.2634149012537303,0.6152293198053629,62.0,0.20044541678740607,32.71536756381349,99.89330563395532,0.04558693835546235,0.0428571428571428,0.0208343380757173,0.0275229357798165,-0.13576282836171785,0.1994645247657296,62.0,0.0247326887082887,15.082475200755788,137.79281750725255,0.04558693835546235,1.4850000000343755e-05,1.530899999996116e-05,2.1945885719333484e-06
activemq-5.3.0,0.039473874047178156,0.1818181818181818,0.5453956665096562,0.0654825713785251,0.3187352053488272,0.2604220089334122,0.288260239752165,0.30501729519440113,-0.228656609703893,0.4246260069044879,0.5642747535446996,0.24730684582416304,0.0451127819548872,0.07642857142857135,-0.2524102179416055,0.6020810134463642,95.5,0.20040759484938703,39.632851126167374,119.58383538442784,0.0609688120875937,0.04371715241280455,0.02325660007436695,0.0300751879699248,-0.13829490766383234,0.1995318859872576,95.5,0.0278985362295887,20.069769800223106,142.69095208126004,0.0609688120875937,1.490000000003988e-05,1.5825000000067036e-05,3.5924747737413467e-06
activemq-5.8.0,0.012718600953895,0.1071428571428571,0.5308483516999929,0.02280827958431375,0.2873194180352471,0.17412190568108105,0.2241035245426438,0.2650386323100392,-0.2015742010275493,0.44676367463694655,0.4974653399489501,0.1538461538461538,0.01554414577670385,0.02831859392751325,-0.2387235127696879,0.6095244094488189,81.5,0.20029177085369845,19.631921349678358,59.88347780180824,0.0356081141816609,0.01379375951293755,0.004,0.0061728395061728,-0.1157078302897305,0.19968919499814047,81.5,0.0287885663337032,5.008064516129032,34.89224488519348,0.0356081141816609,1.6449999999501586e-05,1.7222999999919607e-05,3.1533428294074082e-06
derby-10.2.1.6,0.17255206025697825,0.25865301652618305,0.625534188034188,0.2066173212749876,0.31566768715818383,0.3062231030913486,0.31099127022960776,0.31364716975982965,-0.34800757691950734,0.33448753462603875,0.7793639792895597,0.43352691302281365,0.2126118290258449,0.2857142857142857,-0.39387371028201684,0.6937571254471833,1.0,0.20048241322362437,152.44294832090054,531.0842799468332,0.00140359427008145,0.0521913741924218,0.089348134152102,0.06590631626293125,-0.26234732379687387,0.199438202247191,1.0,0.0130949601605238,65.04513888888889,982.6292839549467,0.00140359427008145,1.3650000000531293e-05,1.4335000000080811e-05,2.9097207770071474e-06
derby-10.3.1.4,0.15815705844381545,0.26016528925619836,0.6068840579710145,0.19581441492974866,0.32657542353655994,0.31249222926337206,0.31923311478518696,0.3229733455743654,-0.31675703472382233,0.35375036539937565,0.7644350119029932,0.4437304163461358,0.1928385899814471,0.26699812049171995,-0.3617498548245178,0.6952558635394457,57.0,0.20044136680562796,156.89335627988635,541.1351123261779,0.03680244572522885,0.05197402597402595,0.0792682926829268,0.06204046385393535,-0.24372115439331854,0.19950889653966505,57.0,0.01355561197328465,65.0398773006135,916.6593254684153,0.03680244572522885,1.4600000000086766e-05,1.5068000000066916e-05,2.6005337914008793e-06
derby-10.5.1.1,0.04843597262952095,0.1714373338785524,0.5551642755878499,0.0757097791798107,0.30864593019595843,0.24731630627537016,0.2760503798559997,0.29504178835730666,-0.26465855145278827,0.40735261889108043,0.654372089608087,0.32903064623584277,0.06656911773520921,0.11079145889272465,-0.32612024545360385,0.6995065583029998,66.5,0.2004195785361677,65.6661410070336,229.84043551422906,0.0348530568124277,0.03807131123780075,0.0256410256410256,0.0308641975308641,-0.16140421308286662,0.1995967741935483,66.5,0.01240816443117115,25.101787101787103,431.10164367089527,0.0348530568124277,1.490000000003988e-05,1.621200000004208e-05,6.20487356847077e-06
groovy-1_5_7,0.0142857142857142,0.19375,0.5166668952934883,0.02640292784942485,0.33806926171846075,0.2762221369816307,0.30530487647498905,0.32205293192278106,-0.1214607120022498,0.4729536976080755,0.4967709907184341,0.2307692307692307,0.010498759988977601,0.0199004975124378,-0.2064273648044663,0.7114675539910326,71.0,0.201440103431065,2.8849788204626914,9.92602660031847,0.1421585842737666,0.0,0.0,0.0,-0.0815720074255701,0.1985294117647058,71.0,0.0159349795871803,0.0,0.0,0.1421585842737666,1.1200000001210242e-05,1.1782999999940813e-05,4.086393397744316e-06
groovy-1_6_BETA_1,0.0342465753424657,0.21130952380952372,0.5344207417131606,0.0584795321637426,0.3370637488241107,0.2903830939323103,0.3132912862153491,0.32578237808070787,-0.18557611633597335,0.4433495145631068,0.698829131060132,0.46966911764705876,0.05442204853969555,0.09736348375629506,-0.179719929019825,0.7209356234546097,47.0,0.20144852444629785,16.401619937694704,59.550985678676895,0.08609244288574525,0.0377492877492877,0.0168079096045197,0.02339261285909705,-0.1259437816083281,0.1986531986531986,47.0,0.01588962381316435,5.049590163934425,63.05389824638157,0.08609244288574525,1.1300000000602496e-05,1.1839999999931905e-05,2.357498674602055e-06
