,precision,recall,pf,F1,AUC,g_measure,g_mean,bal,MCC,accuracy,Popt,cErecall,cEprecision,cEfmeasure,cMCC,cPMI,cIFA,cPCI,c_ROI_PII,c_ROI_PCI,ceIFA,mRecall,mPrecision,mfmeasure,mMCC,mPMI,mIFA,mPCI,m_ROI_PII,m_ROI_PCI,meIFA,median_time,mean_time,std_time
activemq-5.0.0,0.5529115341545353,0.4520788111537819,0.067927982820939,0.4911816125051419,0.6910592174398507,0.6094042050780486,0.6496560290423223,0.6096432329298297,0.41158984007491295,0.8586889166146807,0.5430482279900772,0.2510504201680672,0.4568837347606304,0.3238608841670164,0.2539269992031958,0.08462063289220034,0.0,0.20241823903113454,316.241317032509,129.9869828619996,0.00172223758444985,0.5147072959723157,0.4051044330775788,0.45094175095919076,0.33919282717325583,0.1994177583697234,0.0,0.5051365917335879,280.2014388489209,110.07729171155307,0.00172223758444985,0.8394982000000013,0.855909222,0.058836113416626305
activemq-5.1.0,0.31060606060606055,0.4385964912280701,0.0835778922994562,0.3686076894363568,0.6786426770881435,0.5927080593298611,0.6335824292074714,0.5980800672444497,0.3062384232355675,0.8796900734542744,0.5309091125060372,0.2456140350877192,0.24333116460637605,0.24544852697782185,0.1836617843868388,0.07841624478913825,3.0,0.20232665816947903,176.03545868575145,68.23039975501672,0.00672603560918535,0.508083441981747,0.2,0.2885406698564593,0.22761595816894714,0.199442119944212,3.0,0.484134665383955,145.4055944055944,60.367400106302895,0.00672603560918535,0.8862400999999949,0.899741602,0.07513768612479611
activemq-5.2.0,0.4342105263157895,0.39753086419753086,0.06301578940259595,0.41469002695417784,0.6672389357683475,0.557228076080111,0.6087830896069459,0.5712347571458998,0.3470306158350705,0.8792194582157454,0.5314219030972909,0.2726445743989604,0.40405073649754497,0.3333333333333333,0.27316496163451953,0.07228124059971815,1.0,0.20305536498869448,304.01282051282055,108.8039500387697,0.0022427335459094,0.4785670545009185,0.25839077352795425,0.3376623376623376,0.24458265696937115,0.1994645247657296,1.0,0.4933358921113612,195.3900349024521,77.59402373042187,0.0022427335459094,0.8887996999999928,0.9046711130000026,0.05305571406725817
activemq-5.3.0,0.4,0.38196555217831807,0.0685903842613292,0.3898467432950191,0.655278854659342,0.5424766361712152,0.5973727247719225,0.56073223402263,0.31819647396732004,0.868886601266543,0.47694537967135364,0.2061855670103092,0.3114754098360656,0.24840660902041975,0.18226661361979904,0.0720308466341057,2.0,0.2026192129956812,271.1534946236559,94.82427582927781,0.004586371551151,0.4418604651162791,0.2371411776231997,0.30911641343296015,0.20743714338166164,0.1995318859872576,2.0,0.5037533657999944,205.8175638583008,82.82903247881343,0.004586371551151,1.0307536000000255,1.0496117510000005,0.07663669787229749
activemq-5.8.0,0.2508741258741259,0.4569664902998236,0.08870357605205195,0.3245986133917168,0.6829302330224115,0.6075708175762372,0.6434435822563639,0.6104986964027309,0.27819577665783546,0.8838403611636663,0.5430680201636402,0.23032714412024752,0.18973684210526315,0.2081196151396292,0.1500870957274626,0.07560685638133455,4.0,0.20151598258501346,237.5979797979798,88.71730698586939,0.00508382348636415,0.5466666666666666,0.16733880803317341,0.25874884151992583,0.22007426069674957,0.19968919499814047,4.0,0.5093012816841508,210.5850278584694,82.52209400112406,0.00508382348636415,1.4388850999999931,1.4408906039999965,0.020482566178409753
derby-10.2.1.6,0.800057099352874,0.2443175965665236,0.031023818079154,0.3755810532509562,0.6084804356247717,0.38990737466381153,0.4865590671643854,0.4650384974955837,0.3385851764234098,0.7279103902032078,0.367693781489558,0.16201923076923075,0.8119103773584906,0.2708333333333333,0.27049322667967013,0.0672268907563025,0.0,0.20284393668997214,586.8018617021277,194.8749078876724,0.0018284196697488,0.3339670468948035,0.5640030660151385,0.4207827260458839,0.24136620542250345,0.199438202247191,0.0,0.5655028575383462,410.85416666666663,144.4747036546961,0.0018284196697488,0.8470580999999697,0.8693933530000004,0.0655394250802041
derby-10.3.1.4,0.7078651685393258,0.26543314421204167,0.0471014492753623,0.3883410591375193,0.6107808958212244,0.41546920031399226,0.5041564858228503,0.4795937363004351,0.31719355291389606,0.7453458752584823,0.34473540251421375,0.16147789218655356,0.6725705329153605,0.2605748497499656,0.22774887785318315,0.0725,0.0,0.20243052073854384,547.8907103825137,195.2913713386572,0.00135826766837925,0.32185942827170205,0.48626497005988023,0.3855055382183946,0.20034716408443864,0.19950889653966505,0.0,0.5711680169706337,393.475,137.7270686431478,0.00135826766837925,0.946716849999973,0.9525154510000005,0.03761776265179158
derby-10.5.1.1,0.5272028385570668,0.34731258425649136,0.051559049503128396,0.41610939815000203,0.6471326788030858,0.507849239508894,0.5735754682609118,0.536843641677736,0.35466239814838385,0.8644409442049543,0.45947763391444774,0.21753918958887897,0.4621125143513203,0.2974358974358974,0.2479816915040816,0.06503264047418794,0.0,0.20279963456133138,459.3568726355612,149.39511619068327,0.0013985363368439001,0.4601428346373996,0.3265306122448979,0.3810920262533166,0.2628995138719869,0.1995967741935483,0.0,0.5818153211136516,320.16243654822335,109.59855055260326,0.0013985363368439001,1.164162000000033,1.1724389459999953,0.04853328756754219
groovy-1_5_7,0.238095238095238,0.625,0.0743494423791821,0.350383631713555,0.7815592858840685,0.7522723373800259,0.7667841335835505,0.7319488234872866,0.35574175706139277,0.9163784913547406,0.5818738567361583,0.2928571428571428,0.1578947368421052,0.21059113300492605,0.18806663536235657,0.0671378091872791,5.0,0.20755168526636147,44.05263157894737,14.629791895414106,0.0356473416578498,0.6666666666666666,0.1217483363581367,0.2029411764705882,0.2221389852545959,0.1985294117647058,5.0,0.5699437551275921,35.18318965517241,11.695699538558557,0.0356473416578498,0.3417591500000299,0.3588080050000042,0.04637264429923617
groovy-1_6_BETA_1,0.3333333333333333,0.3636363636363636,0.0680531732418524,0.3508771929824561,0.6500544801948467,0.524846000068691,0.5837371162591283,0.5481909891874625,0.28999350261677825,0.8805460750853242,0.3649775850222458,0.218070652173913,0.2777777777777778,0.2448979591836734,0.18547883935169965,0.06833164723015861,2.0,0.2083936078316483,83.32167832167832,27.843932386119924,0.012598828285351,0.403125,0.1750208855472013,0.247191011235955,0.1586341736122919,0.1986531986531986,2.0,0.5775892945429808,50.67874604544147,18.09097009497242,0.012598828285351,0.3703009499999439,0.37714700900000253,0.031241185548684887
groovy-1_6_BETA_2,0.3225806451612903,0.3703703703703703,0.07279051326412915,0.34698996655518394,0.6480412840841817,0.5287335150458234,0.5826045275820997,0.5511047728449584,0.28121225505425773,0.880119760479042,0.4423079034588404,0.22792207792207786,0.2916666666666667,0.2549323017408124,0.19310599047417681,0.0727848101265822,2.0,0.20851790423704425,94.20833333333333,32.62471697572484,0.0129643247268894,0.4285714285714285,0.1846153846153846,0.2540963560772805,0.173559108048056,0.1987280595324759,2.0,0.5697877235689814,60.285714285714285,20.982527793281456,0.0129643247268894,0.39629510000003165,0.4059453969999913,0.03546449630393881
hbase-0.94.0,0.5604878048780488,0.22678571428571426,0.042698580489278146,0.3219935201067276,0.5904857032199353,0.3658316318639015,0.46525749316629406,0.45195701811742955,0.2610469009239753,0.8028138528138529,0.3536835391365962,0.1710526315789473,0.56,0.25812463599301105,0.22187399720796425,0.06472559698366145,0.0,0.20995353503956835,218.4039408866995,61.63467174457766,0.00380094585947305,0.28919860627177696,0.2857142857142857,0.28940523669152074,0.11512371013738901,0.19898601758083584,0.0,0.5557807724447446,110.71804511278195,39.65081355619951,0.00380094585947305,0.4725754500000221,0.48205704499999796,0.04079323111266744
